START_TASK=2 STOP_TASK=3
============================================================================================================
Arguments =
	all_outputs: False
	approach: ewc
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: False
	freeze_backbone: False
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: False
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: resnetv2_101x1_bit.goog_in21k
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 2
	start_epoch: 0
	stop_at_task: 3
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
	alpha: -1
	fi_num_samples: -1
	fi_sampling_type: true
	lamb: 5000
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/resnetv2_101x1_bit.goog_in21k/inat200/ewc/10 already exists!
Loaded acc_taw from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/ewc/10/acc_taw-1.txt
Loaded acc_tag from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/ewc/10/acc_tag-1.txt
Loaded forg_taw from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/ewc/10/forg_taw-1.txt
Loaded forg_tag from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/ewc/10/forg_tag-1.txt
Fisher: 304 layers | older_params: 304 layers loaded
************************************************************************************************************
Task  2  [epochs 0-90]
************************************************************************************************************
[params] total:42,553,950  trainable:42,553,950  tensors:310  trainable_tensors:310
| Epoch   1, time= 14.9s | Train: skip eval | Valid: time=  1.7s loss=0.278, TAw acc= 90.5% | * lr=1.0e-02
| Epoch   2, time= 15.7s | Train: skip eval | Valid: time=  1.5s loss=0.429, TAw acc= 87.8% | lr=1.0e-02
| Epoch   3, time= 15.0s | Train: skip eval | Valid: time=  1.5s loss=0.276, TAw acc= 91.0% | * lr=1.0e-02
| Epoch   4, time= 14.6s | Train: skip eval | Valid: time=  1.4s loss=0.228, TAw acc= 93.2% | * lr=1.0e-02
| Epoch   5, time= 15.0s | Train: skip eval | Valid: time=  1.8s loss=0.504, TAw acc= 88.8% | lr=9.9e-03
| Epoch   6, time= 13.5s | Train: skip eval | Valid: time=  1.5s loss=0.301, TAw acc= 92.0% | lr=9.9e-03
| Epoch   7, time= 13.8s | Train: skip eval | Valid: time=  1.4s loss=0.251, TAw acc= 93.8% | lr=9.9e-03
| Epoch   8, time= 14.6s | Train: skip eval | Valid: time=  1.8s loss=0.237, TAw acc= 94.5% | lr=9.8e-03
| Epoch   9, time= 14.1s | Train: skip eval | Valid: time=  1.5s loss=0.332, TAw acc= 92.2% | lr=9.8e-03
| Epoch  10, time= 13.9s | Train: skip eval | Valid: time=  2.0s loss=0.254, TAw acc= 93.2% | lr=9.7e-03
| Epoch  11, time= 14.7s | Train: skip eval | Valid: time=  1.5s loss=0.298, TAw acc= 93.0% | lr=9.6e-03
| Epoch  12, time= 17.1s | Train: skip eval | Valid: time=  1.5s loss=0.296, TAw acc= 92.0% | lr=9.6e-03
| Epoch  13, time= 17.3s | Train: skip eval | Valid: time=  1.5s loss=0.273, TAw acc= 93.2% | lr=9.5e-03
| Epoch  14, time= 14.2s | Train: skip eval | Valid: time=  1.8s loss=0.245, TAw acc= 93.8% | lr=9.4e-03
| Epoch  15, time= 13.4s | Train: skip eval | Valid: time=  1.5s loss=0.257, TAw acc= 92.8% | lr=9.3e-03
| Epoch  16, time= 13.5s | Train: skip eval | Valid: time=  1.6s loss=0.307, TAw acc= 91.5% | lr=9.2e-03
| Epoch  17, time= 13.8s | Train: skip eval | Valid: time=  1.8s loss=1.053, TAw acc= 82.8% | lr=9.2e-03
| Epoch  18, time= 13.7s | Train: skip eval | Valid: time=  1.5s loss=0.513, TAw acc= 89.0% | lr=9.1e-03
| Epoch  19, time= 17.0s | Train: skip eval | Valid: time=  1.5s loss=0.282, TAw acc= 93.8% | lr=9.0e-03
| Epoch  20, time= 14.3s | Train: skip eval | Valid: time=  1.5s loss=0.341, TAw acc= 92.2% | lr=8.8e-03
| Epoch  21, time= 14.3s | Train: skip eval | Valid: time=  1.6s loss=0.293, TAw acc= 93.2% | lr=8.7e-03
| Epoch  22, time= 17.6s | Train: skip eval | Valid: time=  1.5s loss=0.278, TAw acc= 92.8% | lr=8.6e-03
| Epoch  23, time= 13.6s | Train: skip eval | Valid: time=  1.5s loss=0.301, TAw acc= 92.2% | lr=8.5e-03
| Epoch  24, time= 14.7s | Train: skip eval | Valid: time=  1.5s loss=0.256, TAw acc= 93.2% | lr=8.4e-03
| Epoch  25, time= 17.9s | Train: skip eval | Valid: time=  1.5s loss=0.269, TAw acc= 93.0% | lr=8.2e-03
| Epoch  26, time= 14.6s | Train: skip eval | Valid: time=  1.5s loss=0.296, TAw acc= 92.8% | lr=8.1e-03
| Epoch  27, time= 13.4s | Train: skip eval | Valid: time=  1.5s loss=0.287, TAw acc= 93.0% | lr=8.0e-03
| Epoch  28, time= 13.7s | Train: skip eval | Valid: time=  1.5s loss=0.282, TAw acc= 93.0% | lr=7.8e-03
| Epoch  29, time= 14.1s | Train: skip eval | Valid: time=  1.5s loss=0.296, TAw acc= 92.0% | lr=7.7e-03
| Epoch  30, time= 14.4s | Train: skip eval | Valid: time=  1.5s loss=0.322, TAw acc= 92.0% | lr=7.5e-03
| Epoch  31, time= 17.4s | Train: skip eval | Valid: time=  1.8s loss=0.328, TAw acc= 93.2% | lr=7.4e-03
| Epoch  32, time= 16.2s | Train: skip eval | Valid: time=  1.4s loss=0.295, TAw acc= 93.0% | lr=7.2e-03
| Epoch  33, time= 13.6s | Train: skip eval | Valid: time=  1.5s loss=0.281, TAw acc= 92.8% | lr=7.1e-03
| Epoch  34, time= 16.7s | Train: skip eval | Valid: time=  1.6s loss=0.306, TAw acc= 93.0% | lr=6.9e-03
| Epoch  35, time= 13.5s | Train: skip eval | Valid: time=  1.7s loss=0.321, TAw acc= 92.5% | lr=6.7e-03
| Epoch  36, time= 15.9s | Train: skip eval | Valid: time=  2.0s loss=0.274, TAw acc= 92.8% | lr=6.6e-03
| Epoch  37, time= 14.2s | Train: skip eval | Valid: time=  1.5s loss=0.301, TAw acc= 92.8% | lr=6.4e-03
| Epoch  38, time= 13.9s | Train: skip eval | Valid: time=  1.5s loss=0.295, TAw acc= 93.0% | lr=6.2e-03
| Epoch  39, time= 17.8s | Train: skip eval | Valid: time=  2.0s loss=0.289, TAw acc= 92.5% | lr=6.1e-03
| Epoch  40, time= 17.8s | Train: skip eval | Valid: time=  1.5s loss=0.291, TAw acc= 92.2% | lr=5.9e-03
| Epoch  41, time= 13.6s | Train: skip eval | Valid: time=  1.5s loss=0.278, TAw acc= 93.8% | lr=5.7e-03
| Epoch  42, time= 15.3s | Train: skip eval | Valid: time=  1.5s loss=0.266, TAw acc= 92.8% | lr=5.6e-03
| Epoch  43, time= 13.7s | Train: skip eval | Valid: time=  1.5s loss=0.260, TAw acc= 94.0% | lr=5.4e-03
| Epoch  44, time= 17.6s | Train: skip eval | Valid: time=  1.5s loss=0.283, TAw acc= 93.0% | lr=5.2e-03
| Epoch  45, time= 15.1s | Train: skip eval | Valid: time=  1.5s loss=0.275, TAw acc= 92.5% | lr=5.1e-03
