START_TASK=16 STOP_TASK=17
============================================================================================================
Arguments =
	all_outputs: False
	approach: finetuning
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: False
	freeze_backbone: False
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: False
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: vit_small_patch16_224.augreg_in1k
	no_cudnn_deterministic: False
	normalize: in1k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 16
	start_epoch: 0
	stop_at_task: 17
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/vit_small_patch16_224.augreg_in1k/inat200/finetuning/10 already exists!
Loaded acc_taw from: ./results/vit_small_patch16_224.augreg_in1k/inat200/finetuning/10/acc_taw-15.txt
Loaded acc_tag from: ./results/vit_small_patch16_224.augreg_in1k/inat200/finetuning/10/acc_tag-15.txt
Loaded forg_taw from: ./results/vit_small_patch16_224.augreg_in1k/inat200/finetuning/10/forg_taw-15.txt
Loaded forg_tag from: ./results/vit_small_patch16_224.augreg_in1k/inat200/finetuning/10/forg_tag-15.txt
************************************************************************************************************
Task 16  [epochs 0-90]
************************************************************************************************************
[params] total:21,731,114  trainable:21,731,114  tensors:184  trainable_tensors:184
| Epoch   1, time= 17.1s | Train: skip eval | Valid: time=  1.6s loss=0.706, TAw acc= 73.8% | * lr=1.0e-02
| Epoch   2, time= 15.1s | Train: skip eval | Valid: time=  1.5s loss=0.697, TAw acc= 74.8% | * lr=1.0e-02
| Epoch   3, time= 14.1s | Train: skip eval | Valid: time=  2.0s loss=0.699, TAw acc= 75.0% | lr=1.0e-02
| Epoch   4, time= 13.5s | Train: skip eval | Valid: time=  1.4s loss=0.721, TAw acc= 74.2% | lr=1.0e-02
| Epoch   5, time= 13.2s | Train: skip eval | Valid: time=  1.4s loss=0.671, TAw acc= 78.0% | * lr=9.9e-03
| Epoch   6, time= 13.9s | Train: skip eval | Valid: time=  1.4s loss=0.720, TAw acc= 75.5% | lr=9.9e-03
| Epoch   7, time= 15.1s | Train: skip eval | Valid: time=  1.4s loss=0.569, TAw acc= 79.2% | * lr=9.9e-03
| Epoch   8, time= 15.3s | Train: skip eval | Valid: time=  1.9s loss=0.515, TAw acc= 82.0% | * lr=9.8e-03
| Epoch   9, time= 13.3s | Train: skip eval | Valid: time=  1.4s loss=0.533, TAw acc= 83.2% | lr=9.8e-03
| Epoch  10, time= 13.7s | Train: skip eval | Valid: time=  1.5s loss=0.503, TAw acc= 82.8% | * lr=9.7e-03
| Epoch  11, time= 15.0s | Train: skip eval | Valid: time=  1.4s loss=0.484, TAw acc= 83.2% | * lr=9.6e-03
| Epoch  12, time= 17.8s | Train: skip eval | Valid: time=  1.4s loss=0.540, TAw acc= 82.0% | lr=9.6e-03
| Epoch  13, time= 14.5s | Train: skip eval | Valid: time=  1.4s loss=0.520, TAw acc= 82.8% | lr=9.5e-03
| Epoch  14, time= 15.1s | Train: skip eval | Valid: time=  1.7s loss=0.472, TAw acc= 83.8% | * lr=9.4e-03
| Epoch  15, time= 14.7s | Train: skip eval | Valid: time=  1.9s loss=0.489, TAw acc= 84.5% | lr=9.3e-03
